title,start_time,end_time,description,exercise_title,superset_id,exercise_notes,set_index,set_type,weight_kg,reps,distance_km,duration_seconds,rpe
Full Body 1,"8 Sep 2025, 19:09","8 Sep 2025, 19:49",,Bench Press (Barbell),,,2,normal,100,10,,,
Full Body 1,"8 Sep 2025, 19:09","8 Sep 2025, 19:49",,Bench Press (Barbell),,,3,warmup,40,10,,,
Full Body 1,"8 Sep 2025, 19:09","8 Sep 2025, 19:49",,Squat (Bodyweight),,,0,normal,0,20,,,
Full Body 1,"8 Sep 2025, 19:09","8 Sep 2025, 19:49",,Squat (Bodyweight),,,1,normal,0,20,,,
Full Body 1,"8 Sep 2025, 19:09","8 Sep 2025, 19:49",,Squat (Bodyweight),,,2,normal,0,20,,,
Full Body 1,"8 Sep 2025, 19:09","8 Sep 2025, 19:49",,Seated Row (Machine),,,0,normal,90,8,,,
Full Body 1,"8 Sep 2025, 19:09","8 Sep 2025, 19:49",,Seated Row (Machine),,,1,normal,90,8,,,
Full Body 1,"8 Sep 2025, 19:09","8 Sep 2025, 19:49",,Seated Row (Machine),,,2,normal,90,8,,,
Full Body 1,"8 Sep 2025, 19:09","8 Sep 2025, 19:49",,Seated Row (Machine),,,3,warmup,50,11,,,
Shoulders/tríceps,"18 Dec 2025, 18:06","18 Dec 2025, 18:42",,Front Raise (Dumbbell),,,0,normal,12,10,,,
Shoulders/tríceps,"18 Dec 2025, 18:06","18 Dec 2025, 18:42",,Front Raise (Dumbbell),,,1,normal,12,10,,,
Shoulders/tríceps,"18 Dec 2025, 18:06","18 Dec 2025, 18:42",,Front Raise (Dumbbell),,,2,normal,12,10,,,
Push,"4 Nov 2025, 18:03","4 Nov 2025, 18:54",,Front Raise (Dumbbell),,Con disco 10kg,0,normal,10,10,,,
Full Body 1,"8 Sep 2025, 19:09","8 Sep 2025, 19:49",,EZ Bar Biceps Curl,,Calentando con barra plana,0,normal,40,10,,,
Full Body 1,"8 Sep 2025, 19:09","8 Sep 2025, 19:49",,EZ Bar Biceps Curl,,Calentando con barra plana,1,normal,40,10,,,
Full Body 1,"8 Sep 2025, 19:09","8 Sep 2025, 19:49",,EZ Bar Biceps Curl,,Calentando con barra plana,2,normal,40,10,,,
Full Body 1,"8 Sep 2025, 19:09","8 Sep 2025, 19:49",,EZ Bar Biceps Curl,,Calentando con barra plana,3,warmup,40,10,,,
Full Body 1,"8 Sep 2025, 19:09","8 Sep 2025, 19:49",,Triceps Rope Pushdown,,"Real, weird peso",0,normal,40,10,,,
Full Body 1,"8 Sep 2025, 19:09","8 Sep 2025, 19:49",,Triceps Rope Pushdown,,"Real, weird peso",1,normal,40,10,,,
Full Body 1,"8 Sep 2025, 19:09","8 Sep 2025, 19:49",,Triceps Rope Pushdown,,"Real, weird peso",2,normal,40,10,,,
Full Body 1,"8 Sep 2025, 19:09","8 Sep 2025, 19:49",,Triceps Rope Pushdown,,"Real, weird peso",3,warmup,30,12,,,
Pull,"3 Sep 2025, 18:02","3 Sep 2025, 18:55",,Warm Up,,,0,normal,0,,,60,
Pull,"3 Sep 2025, 18:02","3 Sep 2025, 18:55",,Seated Row (Machine),,,0,warmup,80,10,,,
Pull,"3 Sep 2025, 18:02","3 Sep 2025, 18:55",,Seated Row (Machine),,,1,warmup,80,10,,,
Pull,"3 Sep 2025, 18:02","3 Sep 2025, 18:55",,Seated Row (Machine),,,2,normal,80,10,,,
Pull,"3 Sep 2025, 18:02","3 Sep 2025, 18:55",,Seated Row (Machine),,,3,normal,80,11,,,
Pull,"3 Sep 2025, 18:02","3 Sep 2025, 18:55",,Inverted Row,,,0,normal,0,8,,,
Pull,"3 Sep 2025, 18:02","3 Sep 2025, 18:55",,Inverted Row,,,1,normal,0,8,,,
Pull,"3 Sep 2025, 18:02","3 Sep 2025, 18:55",,Inverted Row,,,2,normal,0,6,,,
Pull,"3 Sep 2025, 18:02","3 Sep 2025, 18:55",,Lat Pulldown (Machine),,,0,warmup,40,10,,,
Pull,"3 Sep 2025, 18:02","3 Sep 2025, 18:55",,Lat Pulldown (Machine),,,1,normal,80,12,,,
Pull,"3 Sep 2025, 18:02","3 Sep 2025, 18:55",,Lat Pulldown (Machine),,,2,normal,100,12,,,
Pull,"3 Sep 2025, 18:02","3 Sep 2025, 18:55",,Lat Pulldown (Machine),,,3,normal,100,12,,,
Push,"4 Nov 2025, 18:03","4 Nov 2025, 18:54",,Front Raise (Dumbbell),,Con disco 10kg,1,normal,10,10,,,
"Day 5 - Shoulders, Traps and Forearms","23 Jun 2025, 19:16","23 Jun 2025, 19:54",,Front Raise (Dumbbell),,,0,normal,12,10,,,
"Day 5 - Shoulders, Traps and Forearms","23 Jun 2025, 19:16","23 Jun 2025, 19:54",,Front Raise (Dumbbell),,,1,normal,12,10,,,
"Day 5 - Shoulders, Traps and Forearms","23 Jun 2025, 19:16","23 Jun 2025, 19:54",,Front Raise (Dumbbell),,,2,normal,12,10,,,
Pull,"3 Sep 2025, 18:02","3 Sep 2025, 18:55",,Bicep Curl (Barbell),,,0,normal,40,8,,,
Pull,"3 Sep 2025, 18:02","3 Sep 2025, 18:55",,Bicep Curl (Barbell),,,1,normal,40,8,,,
Pull,"3 Sep 2025, 18:02","3 Sep 2025, 18:55",,Bicep Curl (Barbell),,,2,normal,40,8,,,
Pull,"3 Sep 2025, 18:02","3 Sep 2025, 18:55",,Back Extension (Weighted Hyperextension),,,0,normal,20,12,,,
Pull,"3 Sep 2025, 18:02","3 Sep 2025, 18:55",,Back Extension (Weighted Hyperextension),,,1,normal,20,12,,,
Pull,"3 Sep 2025, 18:02","3 Sep 2025, 18:55",,Back Extension (Weighted Hyperextension),,,2,normal,20,12,,,
Pull,"3 Sep 2025, 18:02","3 Sep 2025, 18:55",,Back Extension (Weighted Hyperextension),,,3,warmup,0,10,,,
Pull,"3 Sep 2025, 18:02","3 Sep 2025, 18:55",,Pull Up,,Cambiando grip,0,normal,0,6,,,
Pull,"3 Sep 2025, 18:02","3 Sep 2025, 18:55",,Pull Up,,Cambiando grip,1,normal,0,6,,,
Pull,"3 Sep 2025, 18:02","3 Sep 2025, 18:55",,Pull Up,,Cambiando grip,2,normal,0,2,,,
Home 2,"4 Apr 2024, 09:47","4 Apr 2024, 10:49",,Front Raise (Dumbbell),,,0,normal,9,11,,,
Home 2,"4 Apr 2024, 09:47","4 Apr 2024, 10:49",,Front Raise (Dumbbell),,,1,normal,9,11,,,
Home 2,"4 Apr 2024, 09:47","4 Apr 2024, 10:49",,Front Raise (Dumbbell),,,2,normal,9,11,,,
Home 2,"14 Mar 2024, 08:39","14 Mar 2024, 09:10",,Front Raise (Dumbbell),,,0,normal,9,10,,,
Legs,"2 Sep 2025, 17:57","2 Sep 2025, 18:47",,Warm Up,,,0,normal,0,,,300,
Legs,"2 Sep 2025, 17:57","2 Sep 2025, 18:47",,Squat (Barbell),,,0,warmup,40,12,,,
Legs,"2 Sep 2025, 17:57","2 Sep 2025, 18:47",,Squat (Barbell),,,1,warmup,40,12,,,
Legs,"2 Sep 2025, 17:57","2 Sep 2025, 18:47",,Squat (Barbell),,,2,normal,80,10,,,
Legs,"2 Sep 2025, 17:57","2 Sep 2025, 18:47",,Squat (Barbell),,,3,normal,100,8,,,
Legs,"2 Sep 2025, 17:57","2 Sep 2025, 18:47",,Squat (Barbell),,,4,normal,100,7,,,
Legs,"2 Sep 2025, 17:57","2 Sep 2025, 18:47",,Leg Press (Machine),,,0,normal,80,10,,,
Legs,"2 Sep 2025, 17:57","2 Sep 2025, 18:47",,Leg Press (Machine),,,1,normal,100,10,,,
Legs,"2 Sep 2025, 17:57","2 Sep 2025, 18:47",,Leg Press (Machine),,,2,normal,100,10,,,
Legs,"2 Sep 2025, 17:57","2 Sep 2025, 18:47",,Leg Press (Machine),,,3,normal,100,10,,,
Legs,"2 Sep 2025, 17:57","2 Sep 2025, 18:47",,Calf Press (Machine),,,0,normal,100,10,,,
Legs,"2 Sep 2025, 17:57","2 Sep 2025, 18:47",,Calf Press (Machine),,,1,normal,100,12,,,
Legs,"2 Sep 2025, 17:57","2 Sep 2025, 18:47",,Calf Press (Machine),,,2,normal,100,12,,,
Home 2,"14 Mar 2024, 08:39","14 Mar 2024, 09:10",,Front Raise (Dumbbell),,,1,normal,9,10,,,
Home 2,"14 Mar 2024, 08:39","14 Mar 2024, 09:10",,Front Raise (Dumbbell),,,2,normal,9,10,,,
Legs,"2 Sep 2025, 17:57","2 Sep 2025, 18:47",,Seated Leg Curl (Machine),,,0,normal,50,10,,,
Legs,"2 Sep 2025, 17:57","2 Sep 2025, 18:47",,Seated Leg Curl (Machine),,,1,normal,70,12,,,
Legs,"2 Sep 2025, 17:57","2 Sep 2025, 18:47",,Seated Leg Curl (Machine),,,2,normal,80,8,,,
Legs,"2 Sep 2025, 17:57","2 Sep 2025, 18:47",,Seated Leg Curl (Machine),,,3,normal,80,9,,,
Legs,"2 Sep 2025, 17:57","2 Sep 2025, 18:47",,Leg Extension (Machine),,,0,normal,80,8,,,
Legs,"2 Sep 2025, 17:57","2 Sep 2025, 18:47",,Leg Extension (Machine),,,1,normal,80,10,,,
Legs,"2 Sep 2025, 17:57","2 Sep 2025, 18:47",,Leg Extension (Machine),,,2,normal,80,12,,,
Legs,"2 Sep 2025, 17:57","2 Sep 2025, 18:47",,Leg Extension (Machine),,,3,warmup,60,10,,,
"Hombros, core","12 Jan 2024, 17:48","12 Jan 2024, 18:22",,Front Raise (Dumbbell),,,0,normal,12,14,,,
"Hombros, core","12 Jan 2024, 17:48","12 Jan 2024, 18:22",,Front Raise (Dumbbell),,,1,normal,12,12,,,
Push,"1 Sep 2025, 18:04","1 Sep 2025, 18:56",,Warm Up,,,0,normal,0,,,300,
Push,"1 Sep 2025, 18:04","1 Sep 2025, 18:56",,Incline Bench Press (Barbell),,,0,normal,100,6,,,
Push,"1 Sep 2025, 18:04","1 Sep 2025, 18:56",,Incline Bench Press (Barbell),,,1,normal,100,6,,,
Push,"1 Sep 2025, 18:04","1 Sep 2025, 18:56",,Incline Bench Press (Barbell),,,2,normal,100,4,,,
Push,"1 Sep 2025, 18:04","1 Sep 2025, 18:56",,Incline Bench Press (Barbell),,,3,warmup,40,13,,,
Push,"1 Sep 2025, 18:04","1 Sep 2025, 18:56",,Bench Press (Smith Machine),,,0,warmup,100,10,,,
Push,"1 Sep 2025, 18:04","1 Sep 2025, 18:56",,Bench Press (Smith Machine),,,1,warmup,100,10,,,
Push,"1 Sep 2025, 18:04","1 Sep 2025, 18:56",,Bench Press (Smith Machine),,,2,normal,120,9,,,
Push,"1 Sep 2025, 18:04","1 Sep 2025, 18:56",,Bench Press (Smith Machine),,,3,normal,120,9,,,
Push,"1 Sep 2025, 18:04","1 Sep 2025, 18:56",,Chest Press (Machine),,,0,normal,80,9,,,
Push,"1 Sep 2025, 18:04","1 Sep 2025, 18:56",,Chest Press (Machine),,,1,normal,80,10,,,
Push,"1 Sep 2025, 18:04","1 Sep 2025, 18:56",,Chest Press (Machine),,,2,normal,80,10,,,
Push,"1 Sep 2025, 18:04","1 Sep 2025, 18:56",,Chest Press (Machine),,,3,warmup,40,10,,,
Push,"1 Sep 2025, 18:04","1 Sep 2025, 18:56",,Seated Shoulder Press (Machine),,,0,normal,60,10,,,
Push,"1 Sep 2025, 18:04","1 Sep 2025, 18:56",,Seated Shoulder Press (Machine),,,1,normal,60,10,,,
Push,"1 Sep 2025, 18:04","1 Sep 2025, 18:56",,Seated Shoulder Press (Machine),,,2,normal,60,10,,,
Push,"1 Sep 2025, 18:04","1 Sep 2025, 18:56",,Seated Shoulder Press (Machine),,,3,normal,60,10,,,
Push,"1 Sep 2025, 18:04","1 Sep 2025, 18:56",,Low Cable Fly Crossovers,,,0,normal,10,10,,,
Push,"1 Sep 2025, 18:04","1 Sep 2025, 18:56",,Low Cable Fly Crossovers,,,1,normal,15,10,,,
Push,"1 Sep 2025, 18:04","1 Sep 2025, 18:56",,Low Cable Fly Crossovers,,,2,normal,15,10,,,
"Hombros, core","12 Jan 2024, 17:48","12 Jan 2024, 18:22",,Front Raise (Dumbbell),,,2,normal,12,12,,,
Shoulders/tríceps,"5 Jan 2024, 16:22","5 Jan 2024, 17:18",,Front Raise (Dumbbell),,,0,normal,14,10,,,
Push,"1 Sep 2025, 18:04","1 Sep 2025, 18:56",,Triceps Pushdown,,Hard,0,normal,40,12,,,
Push,"1 Sep 2025, 18:04","1 Sep 2025, 18:56",,Triceps Pushdown,,Hard,1,normal,40,12,,,
Push,"1 Sep 2025, 18:04","1 Sep 2025, 18:56",,Triceps Rope Pushdown,,,0,normal,40,12,,,
Push,"1 Sep 2025, 18:04","1 Sep 2025, 18:56",,Triceps Rope Pushdown,,,1,normal,40,11,,,
Pull,"28 Aug 2025, 17:16","28 Aug 2025, 18:16",,Warm Up,,,0,normal,0,,,300,
Pull,"28 Aug 2025, 17:16","28 Aug 2025, 18:16",,Bent Over Row (Barbell),,,0,warmup,40,15,,,
Pull,"28 Aug 2025, 17:16","28 Aug 2025, 18:16",,Bent Over Row (Barbell),,,1,warmup,80,10,,,
Pull,"28 Aug 2025, 17:16","28 Aug 2025, 18:16",,Bent Over Row (Barbell),,,2,normal,100,8,,,
Pull,"28 Aug 2025, 17:16","28 Aug 2025, 18:16",,Bent Over Row (Barbell),,,3,normal,100,8,,,
Pull,"28 Aug 2025, 17:16","28 Aug 2025, 18:16",,Bent Over Row (Barbell),,,4,normal,100,8,,,
Pull,"28 Aug 2025, 17:16","28 Aug 2025, 18:16",,Inverted Row,,,0,normal,0,8,,,
Pull,"28 Aug 2025, 17:16","28 Aug 2025, 18:16",,Inverted Row,,,1,normal,0,8,,,
Pull,"28 Aug 2025, 17:16","28 Aug 2025, 18:16",,Inverted Row,,,2,normal,0,7,,,
Pull,"28 Aug 2025, 17:16","28 Aug 2025, 18:16",,Inverted Row,,,3,normal,0,7,,,
Shoulders/tríceps,"5 Jan 2024, 16:22","5 Jan 2024, 17:18",,Front Raise (Dumbbell),,,1,normal,14,10,,,
Shoulders/tríceps,"5 Jan 2024, 16:22","5 Jan 2024, 17:18",,Front Raise (Dumbbell),,,2,normal,14,10,,,
Shoulders/tríceps,"10 Dec 2023, 12:17","10 Dec 2023, 13:05",,Front Raise (Dumbbell),,,0,normal,12,12,,,
Shoulders/tríceps,"10 Dec 2023, 12:17","10 Dec 2023, 13:05",,Front Raise (Dumbbell),,,1,normal,12,12,,,
Pull,"28 Aug 2025, 17:16","28 Aug 2025, 18:16",,Preacher Curl (Barbell),,,0,normal,20,9,,,
Pull,"28 Aug 2025, 17:16","28 Aug 2025, 18:16",,Preacher Curl (Barbell),,,1,normal,20,8,,,
Pull,"28 Aug 2025, 17:16","28 Aug 2025, 18:16",,Preacher Curl (Barbell),,,2,normal,20,5,,,
Pull,"28 Aug 2025, 17:16","28 Aug 2025, 18:16",,Face Pull,,,0,normal,20,15,,,
Pull,"28 Aug 2025, 17:16","28 Aug 2025, 18:16",,Face Pull,,,1,normal,20,17,,,
Pull,"28 Aug 2025, 17:16","28 Aug 2025, 18:16",,Face Pull,,,2,normal,20,20,,,
Pull,"28 Aug 2025, 17:16","28 Aug 2025, 18:16",,Back Extension (Weighted Hyperextension),,,0,normal,10,12,,,
Pull,"28 Aug 2025, 17:16","28 Aug 2025, 18:16",,Back Extension (Weighted Hyperextension),,,1,normal,10,12,,,
Pull,"28 Aug 2025, 17:16","28 Aug 2025, 18:16",,Back Extension (Weighted Hyperextension),,,2,normal,20,10,,,
Pull,"28 Aug 2025, 17:16","28 Aug 2025, 18:16",,Pull Up,,,0,normal,0,5,,,
Pull,"28 Aug 2025, 17:16","28 Aug 2025, 18:16",,Pull Up,,,1,normal,0,4,,,
Pull,"28 Aug 2025, 17:16","28 Aug 2025, 18:16",,Pull Up,,,2,normal,0,4,,,
Shoulders/tríceps,"10 Dec 2023, 12:17","10 Dec 2023, 13:05",,Front Raise (Dumbbell),,,2,normal,12,12,,,
Shoulders/tríceps,"2 Dec 2023, 11:19","2 Dec 2023, 12:03",,Front Raise (Dumbbell),,,0,normal,20,8,,,
Shoulders/tríceps,"2 Dec 2023, 11:19","2 Dec 2023, 12:03",,Front Raise (Dumbbell),,,1,normal,12,12,,,
Push,"26 Aug 2025, 16:03","26 Aug 2025, 16:51",,Warm Up,,,0,normal,0,,,300,
Push,"26 Aug 2025, 16:03","26 Aug 2025, 16:51",,Bench Press (Barbell),,,0,warmup,40,14,,,
Push,"26 Aug 2025, 16:03","26 Aug 2025, 16:51",,Bench Press (Barbell),,,1,warmup,90,10,,,
Push,"26 Aug 2025, 16:03","26 Aug 2025, 16:51",,Bench Press (Barbell),,,2,normal,100,10,,,
Push,"26 Aug 2025, 16:03","26 Aug 2025, 16:51",,Bench Press (Barbell),,,3,normal,100,10,,,
Push,"26 Aug 2025, 16:03","26 Aug 2025, 16:51",,Bench Press (Barbell),,,4,normal,110,6,,,
Push,"26 Aug 2025, 16:03","26 Aug 2025, 16:51",,Bench Press (Barbell),,,5,normal,110,4,,,
Shoulders/tríceps,"2 Dec 2023, 11:19","2 Dec 2023, 12:03",,Front Raise (Dumbbell),,,2,normal,12,12,,,
Shoulders/tríceps,"22 Nov 2023, 17:02","22 Nov 2023, 17:47",,Front Raise (Dumbbell),,,0,normal,16,10,,,
Shoulders/tríceps,"22 Nov 2023, 17:02","22 Nov 2023, 17:47",,Front Raise (Dumbbell),,,1,normal,16,10,,,
Shoulders/tríceps,"22 Nov 2023, 17:02","22 Nov 2023, 17:47",,Front Raise (Dumbbell),,,2,normal,16,10,,,
Push,"26 Aug 2025, 16:03","26 Aug 2025, 16:51",,Chest Press (Machine),,,0,normal,120,5,,,
Push,"26 Aug 2025, 16:03","26 Aug 2025, 16:51",,Chest Press (Machine),,,1,normal,120,6,,,
Push,"26 Aug 2025, 16:03","26 Aug 2025, 16:51",,Chest Press (Machine),,,2,normal,120,6,,,
Push,"26 Aug 2025, 16:03","26 Aug 2025, 16:51",,Seated Shoulder Press (Machine),,Lo o lo app,0,normal,50,12,,,
Push,"26 Aug 2025, 16:03","26 Aug 2025, 16:51",,Seated Shoulder Press (Machine),,Lo o lo app,1,normal,50,12,,,
Push,"26 Aug 2025, 16:03","26 Aug 2025, 16:51",,Seated Shoulder Press (Machine),,Lo o lo app,2,normal,50,12,,,
Push,"26 Aug 2025, 16:03","26 Aug 2025, 16:51",,Seated Shoulder Press (Machine),,Lo o lo app,3,normal,50,12,,,
Push,"26 Aug 2025, 16:03","26 Aug 2025, 16:51",,Cable Fly Crossovers,,,0,normal,20,10,,,
Push,"26 Aug 2025, 16:03","26 Aug 2025, 16:51",,Cable Fly Crossovers,,,1,normal,20,12,,,
Push,"26 Aug 2025, 16:03","26 Aug 2025, 16:51",,Cable Fly Crossovers,,,2,normal,20,7,,,
Push,"26 Aug 2025, 16:03","26 Aug 2025, 16:51",,Cable Fly Crossovers,,,3,normal,20,6,,,
Shoulders/tríceps,"15 Nov 2023, 17:05","15 Nov 2023, 17:47",,Front Raise (Dumbbell),,,0,normal,14,10,,,
Shoulders/tríceps,"15 Nov 2023, 17:05","15 Nov 2023, 17:47",,Front Raise (Dumbbell),,,1,normal,14,10,,,
Shoulders/tríceps,"15 Nov 2023, 17:05","15 Nov 2023, 17:47",,Front Raise (Dumbbell),,,2,normal,14,10,,,
Push,"26 Aug 2025, 16:03","26 Aug 2025, 16:51",,Triceps Pushdown,,,0,normal,35,15,,,
Push,"26 Aug 2025, 16:03","26 Aug 2025, 16:51",,Triceps Pushdown,,,1,normal,35,14,,,
Push,"26 Aug 2025, 16:03","26 Aug 2025, 16:51",,Triceps Pushdown,,,2,normal,35,15,,,
Legs,"25 Aug 2025, 17:12","25 Aug 2025, 17:55",,Warm Up,,,0,normal,0,,,300,
Legs,"25 Aug 2025, 17:12","25 Aug 2025, 17:55",,Squat (Barbell),,,0,warmup,40,10,,,
Legs,"25 Aug 2025, 17:12","25 Aug 2025, 17:55",,Squat (Smith Machine),,,0,normal,80,10,,,
Legs,"25 Aug 2025, 17:12","25 Aug 2025, 17:55",,Squat (Smith Machine),,,1,normal,80,10,,,
Legs,"25 Aug 2025, 17:12","25 Aug 2025, 17:55",,Squat (Smith Machine),,,2,normal,80,10,,,
Legs,"25 Aug 2025, 17:12","25 Aug 2025, 17:55",,Standing Calf Raise (Smith),,,0,normal,80,10,,,
Legs,"25 Aug 2025, 17:12","25 Aug 2025, 17:55",,Standing Calf Raise (Smith),,,1,normal,80,12,,,
Legs,"25 Aug 2025, 17:12","25 Aug 2025, 17:55",,Standing Calf Raise (Smith),,,2,normal,80,12,,,
Legs,"25 Aug 2025, 17:12","25 Aug 2025, 17:55",,Leg Press (Machine),,,0,normal,80,10,,,
Legs,"25 Aug 2025, 17:12","25 Aug 2025, 17:55",,Leg Press (Machine),,,1,normal,80,10,,,
Legs,"25 Aug 2025, 17:12","25 Aug 2025, 17:55",,Leg Press (Machine),,,2,normal,160,10,,,
Legs,"25 Aug 2025, 17:12","25 Aug 2025, 17:55",,Leg Press (Machine),,,3,normal,160,10,,,
Legs,"25 Aug 2025, 17:12","25 Aug 2025, 17:55",,Seated Leg Curl (Machine),,,0,normal,50,10,,,
Legs,"25 Aug 2025, 17:12","25 Aug 2025, 17:55",,Seated Leg Curl (Machine),,,1,normal,70,10,,,
Legs,"25 Aug 2025, 17:12","25 Aug 2025, 17:55",,Seated Leg Curl (Machine),,,2,normal,70,10,,,
Legs,"25 Aug 2025, 17:12","25 Aug 2025, 17:55",,Seated Leg Curl (Machine),,,3,normal,70,10,,,
Legs,"25 Aug 2025, 17:12","25 Aug 2025, 17:55",,Leg Extension (Machine),,Matado1,0,normal,80,10,,,
Legs,"25 Aug 2025, 17:12","25 Aug 2025, 17:55",,Leg Extension (Machine),,Matado1,1,normal,80,10,,,
Legs,"25 Aug 2025, 17:12","25 Aug 2025, 17:55",,Leg Extension (Machine),,Matado1,2,normal,80,10,,,
Legs,"25 Aug 2025, 17:12","25 Aug 2025, 17:55",,Leg Extension (Machine),,Matado1,3,warmup,50,10,,,
Legs,"25 Aug 2025, 17:12","25 Aug 2025, 17:55",,Crunch (Machine),,,0,normal,50,6,,,
Pull,"20 Aug 2025, 18:07","20 Aug 2025, 18:43",,Warm Up,,,0,normal,0,,,300,
Pull,"20 Aug 2025, 18:07","20 Aug 2025, 18:43",,Bent Over Row (Barbell),,,0,warmup,40,10,,,
Pull,"20 Aug 2025, 18:07","20 Aug 2025, 18:43",,Bent Over Row (Barbell),,,1,normal,100,10,,,
Pull,"20 Aug 2025, 18:07","20 Aug 2025, 18:43",,Bent Over Row (Barbell),,,2,normal,100,10,,,
Pull,"20 Aug 2025, 18:07","20 Aug 2025, 18:43",,Bent Over Row (Barbell),,,3,normal,100,10,,,
Pull,"20 Aug 2025, 18:07","20 Aug 2025, 18:43",,Inverted Row,,,0,normal,0,8,,,
Pull,"20 Aug 2025, 18:07","20 Aug 2025, 18:43",,Inverted Row,,,1,normal,0,7,,,
Pull,"20 Aug 2025, 18:07","20 Aug 2025, 18:43",,Inverted Row,,,2,normal,0,7,,,
Pull,"20 Aug 2025, 18:07","20 Aug 2025, 18:43",,Pull Up (Assisted),,,0,normal,42,5,,,
Pull,"20 Aug 2025, 18:07","20 Aug 2025, 18:43",,Pull Up (Assisted),,,1,normal,56,6,,,
Pull,"20 Aug 2025, 18:07","20 Aug 2025, 18:43",,Pull Up (Assisted),,,2,normal,56,5,,,
Shoulders/tríceps,"10 Nov 2023, 16:41","10 Nov 2023, 17:24",,Front Raise (Dumbbell),,,0,normal,12,10,,,
Shoulders/tríceps,"10 Nov 2023, 16:41","10 Nov 2023, 17:24",,Front Raise (Dumbbell),,,1,normal,12,10,,,
Shoulders/tríceps,"10 Nov 2023, 16:41","10 Nov 2023, 17:24",,Front Raise (Dumbbell),,,2,normal,12,10,,,
Pull,"20 Aug 2025, 18:07","20 Aug 2025, 18:43",,EZ Bar Biceps Curl,,,0,normal,30,10,,,
Pull,"20 Aug 2025, 18:07","20 Aug 2025, 18:43",,EZ Bar Biceps Curl,,,1,normal,40,10,,,
Pull,"20 Aug 2025, 18:07","20 Aug 2025, 18:43",,EZ Bar Biceps Curl,,,2,normal,40,6,,,
Pull,"20 Aug 2025, 18:07","20 Aug 2025, 18:43",,Face Pull,,,0,normal,20,17,,,
Pull,"20 Aug 2025, 18:07","20 Aug 2025, 18:43",,Face Pull,,,1,normal,20,17,,,
Pull,"20 Aug 2025, 18:07","20 Aug 2025, 18:43",,Face Pull,,,2,normal,20,17,,,
Push,"18 Aug 2025, 18:23","18 Aug 2025, 19:09",,Warm Up,,,0,normal,0,,,300,
Push,"18 Aug 2025, 18:23","18 Aug 2025, 19:09",,Bench Press (Barbell),,,0,warmup,40,10,,,
Push,"18 Aug 2025, 18:23","18 Aug 2025, 19:09",,Bench Press (Barbell),,,1,warmup,80,10,,,
Push,"18 Aug 2025, 18:23","18 Aug 2025, 19:09",,Bench Press (Barbell),,,2,normal,100,10,,,
Push,"18 Aug 2025, 18:23","18 Aug 2025, 19:09",,Bench Press (Barbell),,,3,normal,100,7,,,
Shoulders/tríceps,"4 Nov 2023, 12:25","4 Nov 2023, 13:11",,Front Raise (Dumbbell),,,0,normal,12,8,,,
Shoulders/tríceps,"4 Nov 2023, 12:25","4 Nov 2023, 13:11",,Front Raise (Dumbbell),,,1,normal,12,8,,,
Shoulders/tríceps,"4 Nov 2023, 12:25","4 Nov 2023, 13:11",,Front Raise (Dumbbell),,,2,normal,12,10,,,
"Hombros, core","13 Jan 2023, 17:11","13 Jan 2023, 17:39",,Front Raise (Dumbbell),,,0,normal,16,12,,,
Push,"18 Aug 2025, 18:23","18 Aug 2025, 19:09",,Seated Shoulder Press (Machine),,P,0,normal,40,10,,,
Push,"18 Aug 2025, 18:23","18 Aug 2025, 19:09",,Seated Shoulder Press (Machine),,P,1,normal,40,10,,,
Push,"18 Aug 2025, 18:23","18 Aug 2025, 19:09",,Seated Shoulder Press (Machine),,P,2,normal,40,9,,,
Push,"18 Aug 2025, 18:23","18 Aug 2025, 19:09",,Seated Shoulder Press (Machine),,P,3,normal,40,10,,,
Push,"18 Aug 2025, 18:23","18 Aug 2025, 19:09",,Cable Fly Crossovers,,,0,normal,20,10,,,
Push,"18 Aug 2025, 18:23","18 Aug 2025, 19:09",,Cable Fly Crossovers,,,1,normal,15,10,,,
Push,"18 Aug 2025, 18:23","18 Aug 2025, 19:09",,Cable Fly Crossovers,,,2,normal,15,12,,,
Push,"18 Aug 2025, 18:23","18 Aug 2025, 19:09",,Triceps Rope Pushdown,,,0,normal,40,15,,,
Push,"18 Aug 2025, 18:23","18 Aug 2025, 19:09",,Triceps Rope Pushdown,,,1,normal,40,15,,,
Push,"18 Aug 2025, 18:23","18 Aug 2025, 19:09",,Triceps Rope Pushdown,,,2,normal,40,15,,,
Morning workout ☀️,"11 Aug 2025, 11:58","11 Aug 2025, 12:36",,Shoulder Press (Machine Plates),,,0,normal,50,12,,,
Morning workout ☀️,"11 Aug 2025, 11:58","11 Aug 2025, 12:36",,Shoulder Press (Machine Plates),,,1,normal,50,10,,,
Morning workout ☀️,"11 Aug 2025, 11:58","11 Aug 2025, 12:36",,Shoulder Press (Machine Plates),,,2,normal,50,12,,,
Morning workout ☀️,"11 Aug 2025, 11:58","11 Aug 2025, 12:36",,Shoulder Press (Machine Plates),,,3,warmup,40,12,,,
Morning workout ☀️,"11 Aug 2025, 11:58","11 Aug 2025, 12:36",,EZ Bar Biceps Curl,,,0,normal,40,10,,,
Morning workout ☀️,"11 Aug 2025, 11:58","11 Aug 2025, 12:36",,EZ Bar Biceps Curl,,,1,normal,40,10,,,
