title,start_time,end_time,description,exercise_title,superset_id,exercise_notes,set_index,set_type,weight_kg,reps,distance_km,duration_seconds,rpe
Full Body 1,"15 Sep 2025, 17:39","15 Sep 2025, 18:32",,Lateral Raise (Dumbbell),,,1,normal,16,12,,,
Full Body 1,"15 Sep 2025, 17:39","15 Sep 2025, 18:32",,Lateral Raise (Dumbbell),,,2,normal,16,12,,,
Full Body 1,"15 Sep 2025, 17:39","15 Sep 2025, 18:32",,Lateral Raise (Dumbbell),,,3,warmup,16,12,,,
Full Body 1,"8 Sep 2025, 19:09","8 Sep 2025, 19:49",,Lateral Raise (Dumbbell),,Sentado y cruzando brazos,0,normal,20,10,,,
Full Body 1,"8 Sep 2025, 19:09","8 Sep 2025, 19:49",,Lateral Raise (Dumbbell),,Sentado y cruzando brazos,1,normal,20,10,,,
Morning workout ☀️,"6 Nov 2023, 10:43","6 Nov 2023, 10:44",,Bicycle Crunch,,,0,normal,0,100,,,
Full Body 1,"8 Sep 2025, 19:09","8 Sep 2025, 19:49",,Lateral Raise (Dumbbell),,Sentado y cruzando brazos,2,normal,20,10,,,
Full Body 1,"8 Sep 2025, 19:09","8 Sep 2025, 19:49",,Lateral Raise (Dumbbell),,Sentado y cruzando brazos,3,warmup,20,10,,,
Shoulders/tríceps,"4 Nov 2023, 12:25","4 Nov 2023, 13:11",,Standing Military Press (Barbell),,,0,normal,40,10,,,
Shoulders/tríceps,"4 Nov 2023, 12:25","4 Nov 2023, 13:11",,Standing Military Press (Barbell),,,1,normal,50,8,,,
Shoulders/tríceps,"4 Nov 2023, 12:25","4 Nov 2023, 13:11",,Standing Military Press (Barbell),,,2,normal,50,9,,,
Push,"1 Sep 2025, 18:04","1 Sep 2025, 18:56",,Lateral Raise (Dumbbell),,"Cuidado, dolor",0,normal,16,6,,,
Push,"1 Sep 2025, 18:04","1 Sep 2025, 18:56",,Lateral Raise (Dumbbell),,"Cuidado, dolor",1,warmup,8,10,,,
Push,"26 Aug 2025, 16:03","26 Aug 2025, 16:51",,Lateral Raise (Dumbbell),,,0,normal,16,10,,,
Push,"26 Aug 2025, 16:03","26 Aug 2025, 16:51",,Lateral Raise (Dumbbell),,,1,normal,16,10,,,
Push,"26 Aug 2025, 16:03","26 Aug 2025, 16:51",,Lateral Raise (Dumbbell),,,2,normal,16,8,,,
Full Body 1,"29 Jul 2025, 18:40","29 Jul 2025, 19:10",,Lateral Raise (Dumbbell),,,0,normal,16,12,,,
Shoulders/tríceps,"4 Nov 2023, 12:25","4 Nov 2023, 13:11",,Triceps Pushdown,,,0,normal,60,8,,,
Shoulders/tríceps,"4 Nov 2023, 12:25","4 Nov 2023, 13:11",,Triceps Pushdown,,,1,normal,60,8,,,
Shoulders/tríceps,"4 Nov 2023, 12:25","4 Nov 2023, 13:11",,Triceps Pushdown,,,2,normal,60,8,,,
Full Body 1,"29 Jul 2025, 18:40","29 Jul 2025, 19:10",,Lateral Raise (Dumbbell),,,1,normal,20,8,,,
Full Body 1,"29 Jul 2025, 18:40","29 Jul 2025, 19:10",,Lateral Raise (Dumbbell),,,2,normal,20,8,,,
Full Body 1,"15 Jul 2025, 19:16","15 Jul 2025, 20:01",,Lateral Raise (Dumbbell),,,0,normal,16,12,,,
Full Body 1,"15 Jul 2025, 19:16","15 Jul 2025, 20:01",,Lateral Raise (Dumbbell),,,1,normal,16,12,,,
Full Body 1,"15 Jul 2025, 19:16","15 Jul 2025, 20:01",,Lateral Raise (Dumbbell),,,2,normal,16,12,,,
Full Body 1,"15 Jul 2025, 19:16","15 Jul 2025, 20:01",,Lateral Raise (Dumbbell),,,3,warmup,16,8,,,
Legs,"2 Nov 2023, 17:32","2 Nov 2023, 18:05",,Straight Leg Deadlift,,,0,normal,60,8,,,
Legs,"2 Nov 2023, 17:32","2 Nov 2023, 18:05",,Straight Leg Deadlift,,,1,normal,90,10,,,
Legs,"2 Nov 2023, 17:32","2 Nov 2023, 18:05",,Straight Leg Deadlift,,,2,normal,90,8,,,
Legs,"2 Nov 2023, 17:32","2 Nov 2023, 18:05",,Single Leg Curl,,,0,normal,50,8,,,
Legs,"2 Nov 2023, 17:32","2 Nov 2023, 18:05",,Single Leg Curl,,,1,normal,40,8,,,
Legs,"2 Nov 2023, 17:32","2 Nov 2023, 18:05",,Single Leg Curl,,,2,normal,40,8,,,
Legs,"2 Nov 2023, 17:32","2 Nov 2023, 18:05",,Squat (Smith Machine),,,0,normal,70,8,,,
Legs,"2 Nov 2023, 17:32","2 Nov 2023, 18:05",,Squat (Smith Machine),,,1,normal,70,8,,,
Legs,"2 Nov 2023, 17:32","2 Nov 2023, 18:05",,Squat (Smith Machine),,,2,normal,70,8,,,
Legs,"2 Nov 2023, 17:32","2 Nov 2023, 18:05",,Leg Press Horizontal (Machine),,,0,normal,140,8,,,
Legs,"2 Nov 2023, 17:32","2 Nov 2023, 18:05",,Leg Press Horizontal (Machine),,,1,normal,200,8,,,
Legs,"2 Nov 2023, 17:32","2 Nov 2023, 18:05",,Leg Press Horizontal (Machine),,,2,normal,200,8,,,
Legs,"2 Nov 2023, 17:32","2 Nov 2023, 18:05",,Leg Extension (Machine),,,0,normal,120,8,,,
Legs,"2 Nov 2023, 17:32","2 Nov 2023, 18:05",,Leg Extension (Machine),,,1,normal,140,8,,,
Legs,"2 Nov 2023, 17:32","2 Nov 2023, 18:05",,Leg Extension (Machine),,,2,normal,140,8,,,
Legs,"2 Nov 2023, 17:32","2 Nov 2023, 18:05",,Standing Calf Raise,,,0,normal,0,15,,,
Legs,"2 Nov 2023, 17:32","2 Nov 2023, 18:05",,Standing Calf Raise,,,1,normal,0,13,,,
Legs,"2 Nov 2023, 17:32","2 Nov 2023, 18:05",,Standing Calf Raise,,,2,normal,0,10,,,
Legs,"2 Nov 2023, 17:32","2 Nov 2023, 18:05",,Standing Calf Raise,,,3,normal,0,8,,,
Back,"1 Nov 2023, 17:07","1 Nov 2023, 17:58",,Lat Pulldown (Cable),,,0,warmup,60,18,,,
Back,"1 Nov 2023, 17:07","1 Nov 2023, 17:58",,Lat Pulldown (Cable),,,1,warmup,60,18,,,
Back,"1 Nov 2023, 17:07","1 Nov 2023, 17:58",,Bent Over Row (Barbell),,,0,normal,100,8,,,
Back,"1 Nov 2023, 17:07","1 Nov 2023, 17:58",,Bent Over Row (Barbell),,,1,normal,100,8,,,
Back,"1 Nov 2023, 17:07","1 Nov 2023, 17:58",,Bent Over Row (Barbell),,,2,normal,100,10,,,
Back,"1 Nov 2023, 17:07","1 Nov 2023, 17:58",,Seated Cable Row - Bar Grip,,,0,normal,200,8,,,
Back,"1 Nov 2023, 17:07","1 Nov 2023, 17:58",,Seated Cable Row - Bar Grip,,,1,normal,200,8,,,
Back,"1 Nov 2023, 17:07","1 Nov 2023, 17:58",,Seated Cable Row - Bar Grip,,,2,normal,200,8,,,
1. Chest Shoulders and Triceps,"8 Jul 2025, 19:08","8 Jul 2025, 19:59",,Lateral Raise (Dumbbell),,,0,normal,10,10,,,
1. Chest Shoulders and Triceps,"8 Jul 2025, 19:08","8 Jul 2025, 19:59",,Lateral Raise (Dumbbell),,,1,normal,10,11,,,
1. Chest Shoulders and Triceps,"8 Jul 2025, 19:08","8 Jul 2025, 19:59",,Lateral Raise (Dumbbell),,,2,normal,10,10,,,
Back,"1 Nov 2023, 17:07","1 Nov 2023, 17:58",,Deadlift (Barbell),,,0,normal,120,8,,,
Back,"1 Nov 2023, 17:07","1 Nov 2023, 17:58",,Deadlift (Barbell),,,1,normal,120,8,,,
Back,"1 Nov 2023, 17:07","1 Nov 2023, 17:58",,Deadlift (Barbell),,,2,normal,120,8,,,
Back,"1 Nov 2023, 17:07","1 Nov 2023, 17:58",,Shrug (Barbell),,,0,normal,40,8,,,
Back,"1 Nov 2023, 17:07","1 Nov 2023, 17:58",,Shrug (Barbell),,,1,normal,40,10,,,
Back,"1 Nov 2023, 17:07","1 Nov 2023, 17:58",,Shrug (Barbell),,,2,normal,40,8,,,
Chest/biceps,"30 Oct 2023, 15:55","30 Oct 2023, 16:32",,Bench Press (Barbell),,,0,warmup,60,15,,,
Chest/biceps,"30 Oct 2023, 15:55","30 Oct 2023, 16:32",,Bench Press (Barbell),,,1,warmup,60,15,,,
Chest/biceps,"30 Oct 2023, 15:55","30 Oct 2023, 16:32",,Bench Press (Barbell),,,2,normal,140,8,,,
Chest/biceps,"30 Oct 2023, 15:55","30 Oct 2023, 16:32",,Bench Press (Barbell),,,3,normal,140,8,,,
Chest/biceps,"30 Oct 2023, 15:55","30 Oct 2023, 16:32",,Bench Press (Barbell),,,4,normal,140,8,,,
1. Chest Shoulders and Triceps,"8 Jul 2025, 19:08","8 Jul 2025, 19:59",,Lateral Raise (Dumbbell),,,3,normal,10,10,,,
"Day 5 - Shoulders, Traps and Forearms","23 Jun 2025, 19:16","23 Jun 2025, 19:54",,Lateral Raise (Dumbbell),,,0,normal,16,8,,,
"Day 5 - Shoulders, Traps and Forearms","23 Jun 2025, 19:16","23 Jun 2025, 19:54",,Lateral Raise (Dumbbell),,,1,normal,12,10,,,
"Day 5 - Shoulders, Traps and Forearms","23 Jun 2025, 19:16","23 Jun 2025, 19:54",,Lateral Raise (Dumbbell),,,2,normal,12,10,,,
"Day 5 - Shoulders, Traps and Forearms","13 Jun 2025, 19:22","13 Jun 2025, 20:03",,Lateral Raise (Dumbbell),,,0,normal,12,9,,,
"Day 5 - Shoulders, Traps and Forearms","13 Jun 2025, 19:22","13 Jun 2025, 20:03",,Lateral Raise (Dumbbell),,,1,normal,12,8,,,
"Day 5 - Shoulders, Traps and Forearms","13 Jun 2025, 19:22","13 Jun 2025, 20:03",,Lateral Raise (Dumbbell),,,2,warmup,12,8,,,
"Day 5 - Shoulders, Traps and Forearms","24 Jan 2024, 16:11","24 Jan 2024, 17:21",,Lateral Raise (Dumbbell),,,0,normal,14,10,,,
"Day 5 - Shoulders, Traps and Forearms","24 Jan 2024, 16:11","24 Jan 2024, 17:21",,Lateral Raise (Dumbbell),,,1,normal,14,10,,,
"Day 5 - Shoulders, Traps and Forearms","24 Jan 2024, 16:11","24 Jan 2024, 17:21",,Lateral Raise (Dumbbell),,,2,normal,14,12,,,
"Day 5 - Shoulders, Traps and Forearms","29 Dec 2023, 17:00","29 Dec 2023, 17:56",,Lateral Raise (Dumbbell),,,0,normal,14,10,,,
"Day 5 - Shoulders, Traps and Forearms","29 Dec 2023, 17:00","29 Dec 2023, 17:56",,Lateral Raise (Dumbbell),,,1,normal,14,10,,,
Chest/biceps,"30 Oct 2023, 15:55","30 Oct 2023, 16:32",,Concentration Curl,,,0,normal,20,8,,,
Chest/biceps,"30 Oct 2023, 15:55","30 Oct 2023, 16:32",,Concentration Curl,,,1,normal,20,8,,,
Chest/biceps,"30 Oct 2023, 15:55","30 Oct 2023, 16:32",,Concentration Curl,,,2,normal,20,8,,,
Evening workout 🏋️,"26 Oct 2023, 18:22","26 Oct 2023, 18:54",,Decline Push Up,,,0,normal,0,25,,,
Evening workout 🏋️,"26 Oct 2023, 18:22","26 Oct 2023, 18:54",,Decline Push Up,,,1,normal,0,25,,,
Evening workout 🏋️,"26 Oct 2023, 18:22","26 Oct 2023, 18:54",,Decline Push Up,,,2,normal,0,25,,,
Evening workout 🏋️,"26 Oct 2023, 18:22","26 Oct 2023, 18:54",,Diamond Push Up,,,0,normal,0,21,,,
Evening workout 🏋️,"26 Oct 2023, 18:22","26 Oct 2023, 18:54",,Diamond Push Up,,,1,normal,0,18,,,
Evening workout 🏋️,"26 Oct 2023, 18:22","26 Oct 2023, 18:54",,Diamond Push Up,,,2,normal,0,10,,,
Evening workout 🏋️,"26 Oct 2023, 18:22","26 Oct 2023, 18:54",,Incline Push Ups,,,0,normal,0,20,,,
Evening workout 🏋️,"26 Oct 2023, 18:22","26 Oct 2023, 18:54",,Incline Push Ups,,,1,normal,0,18,,,
Evening workout 🏋️,"26 Oct 2023, 18:22","26 Oct 2023, 18:54",,Incline Push Ups,,,2,normal,0,15,,,
Evening workout 🏋️,"26 Oct 2023, 18:22","26 Oct 2023, 18:54",,Standing Calf Raise,,,0,normal,0,15,,,
Evening workout 🏋️,"26 Oct 2023, 18:22","26 Oct 2023, 18:54",,Standing Calf Raise,,,1,normal,0,15,,,
Evening workout 🏋️,"26 Oct 2023, 18:22","26 Oct 2023, 18:54",,Standing Calf Raise,,,2,normal,0,17,,,
Evening workout 🏋️,"26 Oct 2023, 18:22","26 Oct 2023, 18:54",,Concentration Curl,,,0,normal,20,10,,,
Evening workout 🏋️,"26 Oct 2023, 18:22","26 Oct 2023, 18:54",,Concentration Curl,,,1,normal,20,10,,,
Evening workout 🏋️,"26 Oct 2023, 18:22","26 Oct 2023, 18:54",,Concentration Curl,,,2,normal,20,10,,,
Evening workout 🏋️,"26 Oct 2023, 18:22","26 Oct 2023, 18:54",,Floor Triceps Dip,,,0,normal,0,10,,,
Evening workout 🏋️,"26 Oct 2023, 18:22","26 Oct 2023, 18:54",,Floor Triceps Dip,,,1,normal,0,10,,,
Evening workout 🏋️,"26 Oct 2023, 18:22","26 Oct 2023, 18:54",,Floor Triceps Dip,,,2,normal,0,10,,,
Evening workout 🏋️,"26 Oct 2023, 18:22","26 Oct 2023, 18:54",,Pull Up,,,0,normal,0,8,,,
Evening workout 🏋️,"26 Oct 2023, 18:22","26 Oct 2023, 18:54",,Pull Up,,,1,normal,0,8,,,
Evening workout 🏋️,"26 Oct 2023, 18:22","26 Oct 2023, 18:54",,Pull Up,,,2,normal,0,7,,,
Full Body 3,"21 Oct 2023, 17:05","21 Oct 2023, 17:54",,Butterfly (Pec Deck),,,0,normal,140,10,,,
Full Body 3,"21 Oct 2023, 17:05","21 Oct 2023, 17:54",,Butterfly (Pec Deck),,,1,normal,140,10,,,
Full Body 3,"21 Oct 2023, 17:05","21 Oct 2023, 17:54",,Butterfly (Pec Deck),,,2,normal,140,10,,,
Full Body 3,"21 Oct 2023, 17:05","21 Oct 2023, 17:54",,Butterfly (Pec Deck),,,3,warmup,40,16,,,
Full Body 3,"21 Oct 2023, 17:05","21 Oct 2023, 17:54",,Leg Extension (Machine),,,0,normal,120,10,,,
Full Body 3,"21 Oct 2023, 17:05","21 Oct 2023, 17:54",,Leg Extension (Machine),,,1,normal,120,10,,,
Full Body 3,"21 Oct 2023, 17:05","21 Oct 2023, 17:54",,Leg Extension (Machine),,,2,normal,120,10,,,
Full Body 3,"21 Oct 2023, 17:05","21 Oct 2023, 17:54",,Leg Extension (Machine),,,3,warmup,60,12,,,
"Day 5 - Shoulders, Traps and Forearms","29 Dec 2023, 17:00","29 Dec 2023, 17:56",,Lateral Raise (Dumbbell),,,2,normal,14,11,,,
Morning workout ☀️,"21 Dec 2023, 10:19","21 Dec 2023, 10:50",,Lateral Raise (Dumbbell),,,0,normal,0,10,,,
Morning workout ☀️,"21 Dec 2023, 10:19","21 Dec 2023, 10:50",,Lateral Raise (Dumbbell),,,1,normal,12,10,,,
Morning workout ☀️,"21 Dec 2023, 10:19","21 Dec 2023, 10:50",,Lateral Raise (Dumbbell),,,2,normal,12,10,,,
Full Body 3,"21 Oct 2023, 17:05","21 Oct 2023, 17:54",,Overhead Press (Barbell),,,0,normal,40,13,,,
Full Body 3,"21 Oct 2023, 17:05","21 Oct 2023, 17:54",,Overhead Press (Barbell),,,1,normal,40,13,,,
Full Body 3,"21 Oct 2023, 17:05","21 Oct 2023, 17:54",,Overhead Press (Barbell),,,2,normal,40,13,,,
Full Body 3,"21 Oct 2023, 17:05","21 Oct 2023, 17:54",,Overhead Press (Barbell),,,3,warmup,40,10,,,
"Day 5 - Shoulders, Traps and Forearms","15 Dec 2023, 16:22","15 Dec 2023, 17:21",,Lateral Raise (Dumbbell),,,0,normal,12,15,,,
"Day 5 - Shoulders, Traps and Forearms","15 Dec 2023, 16:22","15 Dec 2023, 17:21",,Lateral Raise (Dumbbell),,,1,normal,12,15,,,
"Day 5 - Shoulders, Traps and Forearms","15 Dec 2023, 16:22","15 Dec 2023, 17:21",,Lateral Raise (Dumbbell),,,2,normal,12,15,,,
Full Body 1,"16 Oct 2023, 17:50","16 Oct 2023, 18:32",,Lateral Raise (Dumbbell),,,0,normal,14,12,,,
Full Body 3,"21 Oct 2023, 17:05","21 Oct 2023, 17:54",,Skullcrusher (Barbell),,,0,normal,40,12,,,
Full Body 3,"21 Oct 2023, 17:05","21 Oct 2023, 17:54",,Skullcrusher (Barbell),,,1,normal,40,12,,,
Full Body 3,"21 Oct 2023, 17:05","21 Oct 2023, 17:54",,Skullcrusher (Barbell),,,2,normal,40,12,,,
Full Body 3,"21 Oct 2023, 17:05","21 Oct 2023, 17:54",,Skullcrusher (Barbell),,,3,warmup,20,12,,,
Full Body 1,"16 Oct 2023, 17:50","16 Oct 2023, 18:32",,Lateral Raise (Dumbbell),,,1,normal,14,12,,,
Full Body 1,"16 Oct 2023, 17:50","16 Oct 2023, 18:32",,Lateral Raise (Dumbbell),,,2,normal,14,12,,,
Full Body 1,"16 Oct 2023, 17:50","16 Oct 2023, 18:32",,Lateral Raise (Dumbbell),,,3,warmup,12,10,,,
Full Body 1,"9 Oct 2023, 17:50","9 Oct 2023, 18:41",,Lateral Raise (Dumbbell),,,0,normal,14,11,,,
Full Body 2,"18 Oct 2023, 11:48","18 Oct 2023, 12:42",,Pull Up,,,0,normal,0,9,,,
Full Body 2,"18 Oct 2023, 11:48","18 Oct 2023, 12:42",,Pull Up,,,1,normal,0,9,,,
Full Body 2,"18 Oct 2023, 11:48","18 Oct 2023, 12:42",,Pull Up,,,2,normal,0,8,,,
Full Body 2,"18 Oct 2023, 11:48","18 Oct 2023, 12:42",,Pull Up,,,3,warmup,0,8,,,
Full Body 1,"9 Oct 2023, 17:50","9 Oct 2023, 18:41",,Lateral Raise (Dumbbell),,,1,normal,14,11,,,
Full Body 1,"9 Oct 2023, 17:50","9 Oct 2023, 18:41",,Lateral Raise (Dumbbell),,,2,normal,14,11,,,
Full Body 1,"9 Oct 2023, 17:50","9 Oct 2023, 18:41",,Lateral Raise (Dumbbell),,,3,warmup,12,10,,,
Full Body 1,"2 Oct 2023, 16:49","2 Oct 2023, 17:36",,Lateral Raise (Dumbbell),,,0,normal,14,11,,,
Full Body 1,"2 Oct 2023, 16:49","2 Oct 2023, 17:36",,Lateral Raise (Dumbbell),,,1,normal,14,10,,,
Full Body 1,"2 Oct 2023, 16:49","2 Oct 2023, 17:36",,Lateral Raise (Dumbbell),,,2,normal,14,10,,,
Full Body 1,"2 Oct 2023, 16:49","2 Oct 2023, 17:36",,Lateral Raise (Dumbbell),,,3,warmup,12,10,,,
Full Body 1,"18 Sep 2023, 17:49","18 Sep 2023, 18:36",,Lateral Raise (Dumbbell),,,0,normal,12,13,,,
Full Body 1,"18 Sep 2023, 17:49","18 Sep 2023, 18:36",,Lateral Raise (Dumbbell),,,1,normal,12,12,,,
Full Body 1,"18 Sep 2023, 17:49","18 Sep 2023, 18:36",,Lateral Raise (Dumbbell),,,2,normal,12,12,,,
Full Body 1,"18 Sep 2023, 17:49","18 Sep 2023, 18:36",,Lateral Raise (Dumbbell),,,3,warmup,12,10,,,
Full Body 1,"11 Sep 2023, 15:19","11 Sep 2023, 16:13",,Lateral Raise (Dumbbell),,,0,normal,12,12,,,
Full Body 1,"11 Sep 2023, 15:19","11 Sep 2023, 16:13",,Lateral Raise (Dumbbell),,,1,normal,12,12,,,
Full Body 1,"11 Sep 2023, 15:19","11 Sep 2023, 16:13",,Lateral Raise (Dumbbell),,,2,normal,12,12,,,
Full Body 1,"11 Sep 2023, 15:19","11 Sep 2023, 16:13",,Lateral Raise (Dumbbell),,,3,warmup,8,20,,,
Full Body 1,"16 Oct 2023, 17:50","16 Oct 2023, 18:32",,Bench Press (Barbell),,,0,normal,140,10,,,
Full Body 1,"16 Oct 2023, 17:50","16 Oct 2023, 18:32",,Bench Press (Barbell),,,1,normal,140,10,,,
Full Body 1,"16 Oct 2023, 17:50","16 Oct 2023, 18:32",,Bench Press (Barbell),,,2,normal,140,9,,,
Full Body 1,"16 Oct 2023, 17:50","16 Oct 2023, 18:32",,Bench Press (Barbell),,,3,warmup,80,10,,,
Full Body 1,"16 Oct 2023, 17:50","16 Oct 2023, 18:32",,Squat (Smith Machine),,,0,normal,80,9,,,
Full Body 1,"16 Oct 2023, 17:50","16 Oct 2023, 18:32",,Squat (Smith Machine),,,1,normal,80,9,,,
Full Body 1,"16 Oct 2023, 17:50","16 Oct 2023, 18:32",,Squat (Smith Machine),,,2,normal,80,9,,,
Full Body 1,"16 Oct 2023, 17:50","16 Oct 2023, 18:32",,Bent Over Row (Barbell),,,0,normal,100,10,,,
Full Body 1,"16 Oct 2023, 17:50","16 Oct 2023, 18:32",,Bent Over Row (Barbell),,,1,normal,100,10,,,
Full Body 1,"16 Oct 2023, 17:50","16 Oct 2023, 18:32",,Bent Over Row (Barbell),,,2,normal,100,10,,,
Full Body 1,"16 Oct 2023, 17:50","16 Oct 2023, 18:32",,Bent Over Row (Barbell),,,3,warmup,40,12,,,
Full Body 1,"4 Sep 2023, 11:07","4 Sep 2023, 11:58",,Lateral Raise (Dumbbell),,,0,normal,12,10,,,
Full Body 1,"4 Sep 2023, 11:07","4 Sep 2023, 11:58",,Lateral Raise (Dumbbell),,,1,normal,12,12,,,
Full Body 1,"4 Sep 2023, 11:07","4 Sep 2023, 11:58",,Lateral Raise (Dumbbell),,,2,normal,12,12,,,
Full Body 1,"4 Sep 2023, 11:07","4 Sep 2023, 11:58",,Lateral Raise (Dumbbell),,,3,warmup,8,16,,,
Full Body 1,"16 Oct 2023, 17:50","16 Oct 2023, 18:32",,EZ Bar Biceps Curl,,,0,normal,50,10,,,
Full Body 1,"16 Oct 2023, 17:50","16 Oct 2023, 18:32",,EZ Bar Biceps Curl,,,1,normal,50,10,,,
Full Body 1,"16 Oct 2023, 17:50","16 Oct 2023, 18:32",,EZ Bar Biceps Curl,,,2,normal,50,10,,,
Full Body 1,"16 Oct 2023, 17:50","16 Oct 2023, 18:32",,EZ Bar Biceps Curl,,,3,warmup,50,8,,,
Full Body 1,"16 Oct 2023, 17:50","16 Oct 2023, 18:32",,Triceps Rope Pushdown,,,0,normal,84,10,,,
Full Body 1,"16 Oct 2023, 17:50","16 Oct 2023, 18:32",,Triceps Rope Pushdown,,,1,normal,84,10,,,
Full Body 1,"16 Oct 2023, 17:50","16 Oct 2023, 18:32",,Triceps Rope Pushdown,,,2,normal,84,10,,,
Full Body 1,"16 Oct 2023, 17:50","16 Oct 2023, 18:32",,Triceps Rope Pushdown,,,3,warmup,60,13,,,
Full Body 3,"13 Oct 2023, 17:05","13 Oct 2023, 17:51",,Cable Fly Crossovers,,,0,normal,40,10,,,
Full Body 3,"13 Oct 2023, 17:05","13 Oct 2023, 17:51",,Cable Fly Crossovers,,,1,normal,40,10,,,
Full Body 3,"13 Oct 2023, 17:05","13 Oct 2023, 17:51",,Cable Fly Crossovers,,,2,normal,40,10,,,
Full Body 3,"13 Oct 2023, 17:05","13 Oct 2023, 17:51",,Cable Fly Crossovers,,,3,warmup,40,9,,,
Full Body 3,"13 Oct 2023, 17:05","13 Oct 2023, 17:51",,Leg Extension (Machine),,,0,normal,120,8,,,
Full Body 3,"13 Oct 2023, 17:05","13 Oct 2023, 17:51",,Leg Extension (Machine),,,1,normal,120,8,,,
Full Body 3,"13 Oct 2023, 17:05","13 Oct 2023, 17:51",,Leg Extension (Machine),,,2,normal,120,10,,,
Full Body 3,"13 Oct 2023, 17:05","13 Oct 2023, 17:51",,Leg Extension (Machine),,,3,warmup,60,10,,,
Full Body 3,"13 Oct 2023, 17:05","13 Oct 2023, 17:51",,Seated Cable Row - Bar Grip,,Una mano a 50,0,normal,200,8,,,
Full Body 3,"13 Oct 2023, 17:05","13 Oct 2023, 17:51",,Seated Cable Row - Bar Grip,,Una mano a 50,1,normal,200,8,,,
Full Body 3,"13 Oct 2023, 17:05","13 Oct 2023, 17:51",,Seated Cable Row - Bar Grip,,Una mano a 50,2,normal,200,8,,,
Full Body 3,"13 Oct 2023, 17:05","13 Oct 2023, 17:51",,Seated Cable Row - Bar Grip,,Una mano a 50,3,warmup,200,8,,,
Full Body 3,"13 Oct 2023, 17:05","13 Oct 2023, 17:51",,Overhead Press (Barbell),,,0,normal,50,10,,,
Full Body 3,"13 Oct 2023, 17:05","13 Oct 2023, 17:51",,Overhead Press (Barbell),,,1,normal,50,9,,,
Full Body 3,"13 Oct 2023, 17:05","13 Oct 2023, 17:51",,Overhead Press (Barbell),,,2,normal,50,11,,,
Full Body 3,"13 Oct 2023, 17:05","13 Oct 2023, 17:51",,Overhead Press (Barbell),,,3,warmup,40,10,,,
Full Body 1,"28 Aug 2023, 16:47","28 Aug 2023, 17:31",,Lateral Raise (Dumbbell),,,0,normal,8,15,,,
Full Body 1,"28 Aug 2023, 16:47","28 Aug 2023, 17:31",,Lateral Raise (Dumbbell),,,1,normal,8,15,,,
Full Body 1,"28 Aug 2023, 16:47","28 Aug 2023, 17:31",,Lateral Raise (Dumbbell),,,2,normal,8,15,,,
Full Body 1,"28 Aug 2023, 16:47","28 Aug 2023, 17:31",,Lateral Raise (Dumbbell),,,3,warmup,8,10,,,
Full Body 3,"13 Oct 2023, 17:05","13 Oct 2023, 17:51",,Skullcrusher (Barbell),,,0,normal,40,10,,,
Full Body 3,"13 Oct 2023, 17:05","13 Oct 2023, 17:51",,Skullcrusher (Barbell),,,1,normal,40,10,,,
Full Body 3,"13 Oct 2023, 17:05","13 Oct 2023, 17:51",,Skullcrusher (Barbell),,,2,normal,40,10,,,
Full Body 3,"13 Oct 2023, 17:05","13 Oct 2023, 17:51",,Skullcrusher (Barbell),,,3,warmup,30,12,,,
Full Body 1,"7 Aug 2023, 17:22","7 Aug 2023, 18:06",,Lateral Raise (Dumbbell),,,0,normal,12,12,,,
Full Body 1,"7 Aug 2023, 17:22","7 Aug 2023, 18:06",,Lateral Raise (Dumbbell),,,1,normal,12,12,,,
Full Body 1,"7 Aug 2023, 17:22","7 Aug 2023, 18:06",,Lateral Raise (Dumbbell),,,2,normal,12,12,,,
Full Body 1,"7 Aug 2023, 17:22","7 Aug 2023, 18:06",,Lateral Raise (Dumbbell),,,3,warmup,8,15,,,
Full Body 2,"11 Oct 2023, 16:56","11 Oct 2023, 17:46",,Lat Pulldown (Cable),,,0,normal,100,10,,,
Full Body 2,"11 Oct 2023, 16:56","11 Oct 2023, 17:46",,Lat Pulldown (Cable),,,1,normal,100,10,,,
Full Body 2,"11 Oct 2023, 16:56","11 Oct 2023, 17:46",,Lat Pulldown (Cable),,,2,normal,100,10,,,
Full Body 2,"11 Oct 2023, 16:56","11 Oct 2023, 17:46",,Lat Pulldown (Cable),,,3,warmup,60,12,,,
Full Body 1,"31 Jul 2023, 17:45","31 Jul 2023, 18:27",,Lateral Raise (Dumbbell),,,0,normal,8,20,,,
Full Body 1,"31 Jul 2023, 17:45","31 Jul 2023, 18:27",,Lateral Raise (Dumbbell),,,1,normal,8,20,,,
Full Body 1,"31 Jul 2023, 17:45","31 Jul 2023, 18:27",,Lateral Raise (Dumbbell),,,2,normal,8,15,,,
Full Body 1,"31 Jul 2023, 17:45","31 Jul 2023, 18:27",,Lateral Raise (Dumbbell),,,3,warmup,8,15,,,
Full Body 2,"11 Oct 2023, 16:56","11 Oct 2023, 17:46",,Concentration Curl,,,0,normal,24,12,,,
Full Body 2,"11 Oct 2023, 16:56","11 Oct 2023, 17:46",,Concentration Curl,,,1,normal,24,12,,,
Full Body 2,"11 Oct 2023, 16:56","11 Oct 2023, 17:46",,Concentration Curl,,,2,normal,24,12,,,
Full Body 2,"11 Oct 2023, 16:56","11 Oct 2023, 17:46",,Concentration Curl,,,3,warmup,12,10,,,
